1, 579, 3019590, 
10, 206552, 6539756, 
100, 2040041, 7234570, 
1000, 11235025, 4991619, 
10000, 62373022, 26893521, 
100000, 550254536, 256763918, 
1000000, 6596090765, 3059629040, 
